Date,PCT_50,PCT_200,NET_NEW_HIGHS,AD_LINE,MCCLELLAN_OSC,NET_ADV_RATIO,FAST_EMA,SLOW_EMA
2024-12-30,36.35,47.17,14458.0,-14.097847065283652,-6.370768997744667,-42.26705091258405,-17.796061119513283,-11.425292121768615
2024-12-31,39.99,48.11,14439.0,-13.824054971579406,-3.7934670233605416,27.3792093704246,-13.278534070519497,-9.485067047158951
2025-01-01,46.12,50.4,14467.0,-13.366065656377852,-0.6499203926587702,45.79893152015542,-7.370787511452003,-6.720867118793233
2025-01-02,50.15,51.91,14507.0,-13.12080096477999,0.9774384605360842,24.526469159786306,-4.181061844328172,-5.158500304864256
2025-01-03,51.11,52.52,14562.0,-13.1193439468101,1.1449047195751296,0.1457017969888295,-3.748385480196472,-4.893290199771601
2025-01-06,33.01,44.52,14534.0,-13.96124687809314,-2.9344358988089887,-84.1902931283037,-11.792576245007194,-8.858140346198205
2025-01-07,40.13,47.43,14527.0,-13.451767053105293,0.3493138333210526,50.94798249878464,-5.51852037062801,-5.867834203949062
2025-01-08,35.79,45.15,14513.0,-13.89734528439781,-1.6201169962761846,-44.5578231292517,-9.42245064649038,-7.802333650214194
2025-01-09,31.05,42.3,14474.0,-14.461185440343227,-3.887189393864952,-56.38401559454192,-14.118607141295533,-10.23141774743058
2025-01-10,22.62,36.75,14330.0,-15.24968446568436,-6.929394693812581,-78.84990253411306,-20.591736680577284,-13.662341986764703
2025-01-13,13.85,30.06,14044.0,-16.14603763267092,-10.03510396002591,-89.63531669865642,-27.4960946823852,-17.460990722359288
2025-01-14,16.19,32.78,13956.0,-15.562014252252023,-5.238427125810862,58.40233804188991,-18.90625140995769,-13.667824284146828
2025-01-15,17.11,33.14,13929.0,-15.520651721838398,-3.8243805469543073,4.13625304136253,-16.602000964825667,-12.77762041787136
2025-01-16,20.18,35.16,13927.0,-14.996819037013497,-0.1838980472407971,52.38326848249027,-9.703474020094074,-9.519575972853277
2025-01-17,21.96,35.76,13925.0,-14.982227597324778,0.3834277545695244,1.4591439688715953,-8.587212221197507,-8.970639975767032
2025-01-20,26.31,37.23,13923.0,-14.689066430418992,2.259422812429856,29.31611669057867,-4.79687933001989,-7.056302142449746
2025-01-21,21.21,34.08,13909.0,-15.31364146684444,-0.7365795438178893,-62.45750364254492,-10.562941761272397,-9.826362217454506
2025-01-22,16.91,31.63,13830.0,-15.906162107932348,-3.13420668400291,-59.25206410879067,-15.431853996024223,-12.297647312021311
2025-01-23,18.91,32.38,13806.0,-15.814369975829385,-1.746942989486742,9.17921321029626,-12.970747275392176,-11.223804285905434
2025-01-24,14.46,28.89,13725.0,-16.512767256062507,-4.5030448774084135,-69.83972802331229,-18.65764535018419,-14.154600472775776
2025-01-27,8.49,23.15,13427.0,-17.368476763945928,-7.623557905445889,-85.57095078834209,-25.34897589399998,-17.725417988554092
2025-01-28,7.15,20.54,13066.0,-17.82236025909156,-8.244348691201758,-45.38834951456311,-27.352913256056297,-19.10856456485454
2025-01-29,10.15,24.4,13025.0,-17.15358901091283,-3.120629352945217,66.87712481787275,-17.92990944866339,-14.809280095718174
2025-01-30,11.29,24.47,13001.0,-17.102618137126424,-1.8132480439327487,5.097087378640777,-15.627209765932976,-13.813961722000226
2025-01-31,13.7,27.23,12984.0,-16.59582202062157,1.592755429084809,50.67961165048544,-8.996527624291133,-10.589283053375942
2025-02-01,14.97,27.87,12977.0,-16.57406186588269,2.0717448125395155,2.1760154738878144,-7.879273314473238,-9.951018127012754
2025-02-03,13.15,25.95,12939.0,-17.11035603971268,-0.3193496315137505,-53.62941738299904,-12.45428772132582,-12.134938089812067
2025-02-04,14.37,27.23,12930.0,-16.74900338270785,2.126095521152381,36.135265700483096,-7.595332379144928,-9.721427900297307
2025-02-05,17.27,28.87,12931.0,-16.36494541169336,4.319847219124472,38.40579710144928,-2.995219431085508,-7.315066650209979
2025-02-06,18.4,29.05,12933.0,-16.447110708938403,3.8427893434972944,-8.216529724504591,-3.517350460427416,-7.36013980392471
2025-02-07,17.61,28.82,12910.0,-16.828086083153757,1.9216405282670264,-38.097537421535485,-6.975369156538223,-8.89700968480525
2025-02-10,12.6,24.78,12823.0,-17.539176040317013,-1.3811228261356927,-71.10899571632557,-13.38873181251696,-12.007608986381266
2025-02-11,8.58,18.74,12541.0,-18.42254953429292,-5.059497564082578,-88.33734939759036,-20.8835935710243,-15.82409600694172
2025-02-12,8.15,18.96,12086.0,-18.6778584146018,-5.038887408871634,-25.53088803088804,-21.34832301701067,-16.309435608139037
2025-02-13,8.48,18.31,11961.0,-18.81189891604828,-4.3897293948099225,-13.40405014464802,-20.553895729774407,-16.164166334964484
2025-02-14,5.2,14.73,11560.0,-19.62714252434544,-7.218766180066474,-81.52436082971539,-26.650942239768504,-19.43217605970203
2025-02-17,5.42,13.23,11029.0,-20.015159642747715,-7.465366351086136,-38.80171184022825,-27.86601919981448,-20.400652848728345
2025-02-18,4.47,12.2,10554.0,-20.61448461863971,-8.695421953001091,-59.93249758919962,-31.072667038753,-22.377245085751905
2025-02-19,5.88,14.14,10339.0,-20.0460838479268,-3.865013649848837,56.84007707129094,-22.2813926277486,-18.41637897789976
2025-02-20,7.4,14.93,10305.0,-19.56317580748385,-0.1431531337542342,48.29080404429465,-15.224172960544273,-15.08101982679004
2025-02-21,7.65,15.06,10266.0,-19.83642881953205,-0.7410518892802731,-27.32530120481928,-16.434285784971774,-15.6932338956915
2025-02-24,6.34,13.39,10137.0,-20.374926918391363,-2.574775499864252,-53.84980988593156,-20.175838195067755,-17.601062695203503
2025-02-25,6.9,13.3,10023.0,-20.64634174033554,-2.7943189248385387,-27.14148219441771,-20.87240259500275,-18.07808367016421
2025-02-27,5.82,11.23,9743.0,-21.31926141325521,-4.9755812134448405,-67.2919672919673,-25.514359064699207,-20.53877785125437
2025-02-28,4.25,9.23,9170.0,-22.073833116816328,-7.223942717343224,-75.45717035611165,-30.508640193840453,-23.28469747649723
2025-03-03,4.15,9.12,8484.0,-22.53153273658819,-7.625811670643362,-45.76996197718631,-32.03477237217504,-24.40896070153168
2025-03-04,4.97,9.09,8177.0,-22.314578713599683,-4.558012353559917,21.69540229885057,-26.66175490507248,-22.103742551512564
2025-03-05,7.06,10.6,8128.0,-21.54004544409274,0.8756423569064076,77.4533269506941,-16.250246719495824,-17.12588907640223
2025-03-06,10.19,12.12,8117.0,-20.92999759720279,4.694611809485638,61.004784688995215,-8.52474357864672,-13.219355388132358
2025-03-07,11.92,12.54,8110.0,-20.62123742487153,6.429919259599986,30.876017233125896,-4.584667497469459,-11.014586757069443
2025-03-10,9.75,11.5,8075.0,-21.28268091964836,3.0304391976093186,-66.14434947768281,-10.740635695490797,-13.771074893100112
2025-03-11,9.89,11.02,7961.0,-21.685172534406387,1.4034909487132603,-40.24916147580259,-13.691488273521976,-15.094979222235237
2025-03-12,9.64,10.7,7825.0,-22.068314296858496,0.1021820026931621,-38.31417624521073,-16.15375707069085,-16.255939073384013
2025-03-13,9.41,9.98,7655.0,-22.479627815554565,-1.1518068373872978,-41.1313518696069,-18.651516550582457,-17.49970971319516
2025-03-17,9.65,10.03,7386.0,-22.81327755451992,-1.8298893628155817,-33.36497389653536,-20.12286228517775,-18.292972922362168
2025-03-18,12.89,11.39,7301.0,-22.18126988801297,2.427786552118821,63.20076665069477,-11.790499391590496,-14.21828594370932
2025-03-19,18.95,12.7,7281.0,-21.509649562030223,6.254023824006116,67.16203259827421,-3.8952461926040254,-10.149270016610142
2025-03-20,22.63,14.01,7271.0,-21.336756841723712,7.000548543968579,17.28927203065134,-1.7767943702784894,-8.777342914247068
2025-03-21,28.59,15.32,7265.0,-20.82813615206854,9.282464283559936,50.86206896551724,3.487091963301084,-5.795372320258852
2025-03-24,34.42,17.0,7268.0,-20.53767578187395,10.096288322189832,29.046037019458947,6.042986468916871,-4.053301853272962
2025-03-25,28.68,15.64,7231.0,-21.187268888623592,6.041359048886292,-64.9593106749641,-1.057243245471227,-7.098602294357519
2025-03-26,24.44,14.42,7135.0,-21.86956553934129,2.380670005127021,-68.22966507177034,-7.774485428101139,-10.15515543322816
2025-03-27,25.86,15.16,6939.0,-21.949029397646704,2.253041484748679,-7.94638583054093,-7.791675468345118,-10.044716953093795
2025-03-28,26.31,15.04,6759.0,-22.29144929243389,0.8178737099925861,-34.24198947871832,-10.436706869382435,-11.254580579375023
2025-04-01,28.87,15.05,6695.0,-21.89040762576722,3.304023701295411,40.10416666666667,-5.382619515777527,-8.686643217072938
2025-04-02,34.46,15.71,6674.0,-21.42431402500313,5.738421495839956,46.609360076408784,-0.183421556558895,-5.921843052398851
2025-04-03,40.56,17.38,6668.0,-20.943186456919044,7.866309339296351,48.11275680840898,4.646196279937893,-3.220113059358458
2025-04-04,29.91,14.39,6628.0,-21.65187795644149,3.697226560722413,-70.8691499522445,-2.905338343280347,-6.60256490400276
2025-04-07,15.95,10.7,6157.0,-22.536602814126496,-0.7659921385747399,-88.47248576850095,-11.462053085802408,-10.696060947227668
2025-04-08,25.34,12.05,6152.0,-21.816239525407568,3.447226566238763,72.03632887189293,-3.112214890032874,-6.559441456271637
2025-04-09,22.8,11.54,6131.0,-22.19805770722575,1.5213850733375605,-38.18181818181819,-6.619175219211405,-8.140560292548965
2025-04-11,31.6,13.76,6130.0,-21.50116033252408,5.2607614541396055,69.68973747016707,1.0117160497264432,-4.249045404413162
2025-04-15,45.1,17.14,6138.0,-20.69377746456384,8.984051918747532,80.73828679602461,8.98437312435626,0.0003212056087269
2025-04-16,52.79,18.33,6155.0,-20.27420705883591,10.183482695231962,41.957040572792366,12.281639869199871,2.098157173967909
2025-04-17,57.73,19.22,6172.0,-20.05357668634307,10.163378429474555,22.063037249283667,13.259779607208252,3.096401177733697
2025-04-21,66.19,21.3,6195.0,-19.49912592876732,11.764474315519202,55.44507575757576,17.478309222245002,5.7138349067258005
2025-04-22,71.54,22.49,6211.0,-19.257730135268268,11.509314106126212,24.1395793499044,18.144436235010943,6.63512212888473
2025-04-23,73.81,23.17,6222.0,-19.290712926855267,9.861712631134363,-3.298279158699809,16.000164695639867,6.138452064505503
2025-04-24,75.11,23.02,6237.0,-19.35957949787392,8.224285909702395,-6.886657101865136,13.711482515889369,5.487196606186971
2025-04-25,61.57,19.16,6240.0,-20.16810032123438,3.084893371620512,-80.85208233604595,4.255126030695836,1.1702326590753245
2025-04-28,62.07,19.75,6240.0,-20.22255107881013,2.4456386136259063,-5.445075757575758,3.2851058518686767,0.8394672382427704
2025-04-29,62.34,19.81,6249.0,-20.352278220983425,1.510465679484734,-12.972714217328866,1.6593238449489225,0.1488581654641885
2025-04-30,53.47,17.4,6244.0,-20.99995653596667,-1.8864153716531769,-64.76783149832455,-4.983391689378426,-3.096976317725249
2025-05-02,52.24,17.42,6238.0,-21.20301434772013,-2.558214077368916,-20.3057811753464,-6.515630637975223,-3.9574165606063065
2025-05-05,59.71,18.85,6229.0,-20.79714869019885,-0.0751935539952759,40.58656575212866,-1.8054109989648337,-1.7302174449695578
2025-05-06,44.3,15.8,6206.0,-21.568181194978965,-3.836325850247844,-77.10325047801147,-9.335194946869498,-5.498869096621654
2025-05-07,48.15,17.32,6163.0,-21.362734467793107,-2.1505161744626884,20.54467271858576,-6.347208180323972,-4.196692005861284
2025-05-08,42.64,16.17,6148.0,-21.78406397520583,-3.832277493786962,-42.13295074127212,-9.925782436418787,-6.093504942631825
2025-05-09,38.34,15.07,6077.0,-22.16654363054331,-5.056772773964085,-38.24796553374821,-12.75800074615173,-7.701227972187644
2025-05-12,66.1,20.68,6095.0,-21.28007248579402,0.2663216257881577,88.64711447492904,-2.617489224043652,-2.88381084983181
2025-05-13,72.13,22.28,6110.0,-20.86113417876389,2.478571540851578,41.89383070301291,1.8336427686620045,-0.6449287721895733
2025-05-14,78.63,25.01,6142.0,-20.29893322182609,5.073965610064894,56.2200956937799,7.272288061173795,2.198322451108901
2025-05-15,82.07,27.01,6172.0,-19.89108257558387,6.4959061577140655,40.78506462422212,10.623565717478629,4.127659559764561
2025-05-16,84.92,29.1,6201.0,-19.52666363727684,7.462027255489582,36.441893830703016,13.205398528801066,5.7433712733114834
2025-05-19,85.99,30.73,6236.0,-19.237774748387952,7.873100410719495,28.88888888888889,14.773747564809849,6.900647154090354
2025-05-20,82.65,29.55,6256.0,-19.710980490014748,4.374729303809058,-47.32057416267942,8.564315392060923,4.189586088251865
2025-05-21,83.09,30.45,6274.0,-19.51241589671332,4.720600035522736,19.85645933014354,9.693529785869185,4.972929750346449
2025-05-22,81.49,30.25,6294.0,-19.649323508010585,3.315355487966782,-13.69076112972714,7.355100694309551,4.0397452063427695
2025-05-23,82.4,31.98,6323.0,-19.438595538661925,3.835472525596261,21.0727969348659,8.726870318365187,4.891397792768926
2025-05-26,81.95,33.18,6350.0,-19.28918655521039,3.954400300655872,14.940898345153665,9.348273121044034,5.393872820388162
2025-05-27,81.59,33.47,6369.0,-19.32987588024629,3.085820004391368,-4.068932503590235,8.006552558580609,4.920732554189241
2025-05-28,80.38,33.32,6396.0,-19.33657765142868,2.4976925203308493,-0.6701771182383915,7.138879590898709,4.64118707056786
2025-05-29,79.13,34.68,6428.0,-19.355707254489413,1.9202158994656893,-1.912960306073649,6.2336956012014735,4.313479701735784
2025-05-30,77.67,33.79,6465.0,-19.50116179994396,0.7852475971596053,-14.545454545454543,4.155780586535872,3.370532989376267
2025-06-02,76.27,34.03,6502.0,-19.47516936138063,0.6681583807914668,2.599243856332703,4.000126913515556,3.3319685327240887
2025-06-03,75.52,34.49,6523.0,-19.700407456618724,-0.6914463601143606,-22.52380952380953,1.3477332697830473,2.039179629897408
2025-06-04,75.37,35.29,6544.0,-19.638056195314583,-0.4125043990770902,6.235126130414089,1.836472555846152,2.2489769549232417
2025-06-05,76.33,36.73,6580.0,-19.53910281757909,0.0110640817619067,9.895337773549,2.6423590776164363,2.631294995854529
2025-06-06,78.11,38.31,6620.0,-19.479607339235447,0.1758703155112191,5.949547834364588,2.973077953291252,2.797207637780033
2025-06-09,81.84,41.65,6661.0,-19.04098599834781,2.211529606509245,43.862134088762986,7.061983566838425,4.85045396032918
2025-06-10,82.61,42.75,6707.0,-18.96270437543612,2.139262062400335,7.828162291169451,7.138601439271528,4.999339376871193
2025-06-11,83.73,44.36,6744.0,-18.87105759739316,2.1336027775315403,9.164677804295945,7.34120907577397,5.20760629824243
2025-06-12,79.94,40.92,6769.0,-19.41811923141132,-1.0754459852245142,-54.70616340181558,1.136471828015015,2.211917813239529
2025-06-13,76.78,39.01,6776.0,-19.81926536321648,-3.084227936389827,-40.11461318051576,-2.9886366728380622,0.0955912635517646
2025-06-16,75.36,40.48,6794.0,-19.876287040879056,-3.065693094241345,-5.702167766258246,-3.2599897821800807,-0.1942966879387359
2025-06-17,71.86,39.07,6816.0,-20.28029850219711,-4.769466257010532,-40.40114613180516,-6.974105417142589,-2.204639160132057
2025-06-18,70.47,37.46,6835.0,-20.630823812607805,-5.934914225356361,-35.05253104106972,-9.7819479795353,-3.84703375417894
2025-06-19,58.51,32.29,6836.0,-21.356838132416875,-8.779142714157125,-72.60143198090691,-16.063896379672464,-7.284753665515339
2025-06-20,61.92,34.31,6836.0,-21.018259210146965,-5.8440961481161,33.85789222699094,-11.071717519006125,-5.2276213708900245
2025-06-23,59.87,35.09,6849.0,-21.118917723787604,-5.501598032963188,-10.06585136406397,-10.97113090351191,-5.469532870548721
2025-06-24,64.95,37.61,6861.0,-20.70757358651401,-2.6212408997714647,41.134413727359394,-5.76057644042478,-3.139335540653315
2025-06-25,71.28,41.38,6877.0,-20.156309876452017,0.5541685175483138,55.126371006199335,0.3281183042376314,-0.2260502133106823
2025-06-26,70.85,42.11,6910.0,-20.1896908969575,0.3431490739315964,-3.338102050548403,-0.038503731240972,-0.3816528051725684
2025-06-27,72.26,42.91,6944.0,-20.101946500200228,0.7666387905834267,8.774439675727228,0.842790609455848,0.0761518188724214
2025-06-30,73.84,45.47,6978.0,-19.92470155426699,1.5723920502476596,17.724494593323932,2.5309610078426568,0.958568957594997
2025-07-01,73.46,46.12,7024.0,-19.98041583998128,1.0886529687717157,-5.571428571428571,1.720722049915534,0.6320690811438185
2025-07-02,72.53,45.54,7049.0,-20.215318360190498,-0.2263283832087714,-23.49025202092249,-0.8003753571682686,-0.5740469739594971
2025-07-03,72.97,46.24,7077.0,-20.247117126208533,-0.3339870262800951,-3.179876601803512,-1.038325481631793,-0.7043384553516979
2025-07-04,73.84,47.1,7098.0,-20.202525095848003,-0.0424112490818441,4.459203036053131,-0.4885726298633006,-0.4461613807814564
2025-07-07,71.68,45.83,7115.0,-20.464597294629066,-1.3262230490398847,-26.20721987810596,-3.0604373546875663,-1.7342143056476815
2025-07-08,70.38,46.2,7129.0,-20.611460412499785,-1.8412056182071248,-14.686311787072242,-4.223024797926034,-2.3818191797189097
2025-07-09,71.57,47.22,7147.0,-20.619547948180088,-1.5784317758019897,-0.8087535680304472,-3.881597674936476,-2.3031658991344863
2025-07-10,70.63,47.77,7169.0,-20.689038666885462,-1.6528838967919586,-6.949071870537839,-4.188345094496612,-2.5354611977046537
2025-07-11,65.1,46.6,7186.0,-21.09188902318,-3.375074228700214,-40.28503562945368,-7.798014147992319,-4.422939919292105
2025-07-14,62.16,46.1,7209.0,-21.193059983367355,-3.3222746108023564,-10.117096018735364,-8.029922335066624,-4.707647724264268
2025-07-15,67.63,49.25,7249.0,-20.84517199096109,-1.015224801477583,34.78879924062648,-3.7480501774973134,-2.73282537601973
2025-07-16,69.64,50.9,7283.0,-20.687127377766977,0.0131620134417353,15.804461319411486,-1.7927990278064334,-1.8059610412481688
2025-07-17,69.0,52.57,7318.0,-20.70561955415389,0.009682982225404,-1.849217638691323,-1.7984408888949224,-1.8081238711203265
2025-07-18,64.06,50.45,7354.0,-21.04306031244773,-1.5880829139103143,-33.74407582938389,-4.993004382943819,-3.4049214690335043
2025-07-21,60.65,50.37,7388.0,-21.184582965413632,-1.9666418138971271,-14.152265296590375,-5.908930474308475,-3.942288660411348
2025-07-22,57.38,50.37,7425.0,-21.39179017262084,-2.608899235522884,-20.72072072072072,-7.3901094989497,-4.781210263426816
2025-07-23,56.42,50.3,7451.0,-21.50706531493584,-2.6853245103742074,-11.527514231499053,-7.803849972204635,-5.118525461830427
2025-07-24,53.94,50.07,7485.0,-21.805643513987967,-3.6537567815059298,-29.85781990521327,-10.0092469655055,-6.355490183999569
2025-07-25,42.98,45.09,7495.0,-22.496164841002184,-6.423213229226448,-69.0521327014218,-15.91353553909713,-9.49032230987068
2025-07-28,37.03,40.8,7504.0,-23.060996930554424,-8.130536238571464,-56.48320895522389,-19.970502880709805,-11.83996664213834
2025-07-29,40.43,43.72,7509.0,-22.73350877889565,-5.088043524313564,32.74881516587678,-14.698571076051149,-9.610527551737585
2025-07-30,41.51,44.24,7550.0,-22.7491560050692,-4.176948925163039,-1.5647226173541962,-13.385186230181452,-9.208237305018413
2025-07-31,37.79,42.77,7565.0,-23.110898429311625,-5.107554288607936,-36.17424242424242,-15.66409184958755,-10.556537560979612
2025-08-01,32.84,39.15,7585.0,-23.646175945774463,-6.745359564012368,-53.5277516462841,-19.450457829257207,-12.70509826524484
2025-08-04,33.85,40.46,7580.0,-23.512160124462227,-4.765489587787698,13.401582131223824,-16.165253833209103,-11.399764245421403
2025-08-05,31.92,40.15,7587.0,-23.778137568071248,-5.048839634782972,-26.59774436090225,-17.20850288597842,-12.159663251195449
2025-08-06,28.67,37.82,7560.0,-24.30489813145153,-6.569775325646312,-52.67605633802817,-20.7552582311834,-14.185482905537082
2025-08-07,28.07,37.49,7516.0,-24.482279642479217,-6.0904312029432575,-17.738151102768654,-20.45354751834192,-14.36311631539866
2025-08-08,24.07,34.88,7491.0,-24.88518771002143,-6.777772604590068,-40.290806754221386,-22.437273441929865,-15.659500837339795
2025-08-11,25.51,35.21,7452.0,-24.859189567031645,-5.18702958731514,2.5998142989786444,-19.93356466783901,-14.746535080523875
2025-08-12,25.65,36.61,7439.0,-24.8662252143112,-3.966178110955181,-0.7035647279549718,-18.01056467385061,-14.04438656289543
2025-08-13,27.57,37.52,7428.0,-24.79399256890781,-2.5061777446980056,7.223264540337711,-15.48718175243178,-12.981004007733771
2025-08-14,26.12,35.99,7411.0,-25.11981416515195,-3.2356177510621738,-32.582159624413144,-17.196679539629915,-13.961061788567742
2025-08-18,30.29,37.65,7423.0,-24.81504343796344,-0.6901492505850051,30.47707271885132,-12.429304313781792,-11.739155063196788
2025-08-19,33.33,39.96,7448.0,-24.436411760362688,1.8589818156370808,37.86316776007498,-7.400057106396115,-9.259038922033197
2025-08-20,34.92,41.29,7485.0,-24.299643610479784,2.819876329589553,13.676814988290396,-5.292369896927465,-8.112246226517017
2025-08-21,35.39,41.98,7518.0,-24.357668879548573,2.6533746626125083,-5.802526906878802,-5.343385597922598,-7.996760260535106
2025-08-22,33.35,40.78,7544.0,-24.62580177613257,1.4472107264580316,-26.813289658399626,-7.490376003970301,-8.937586730428333
2025-08-25,33.05,41.09,7566.0,-24.77156762527648,1.0205397446140694,-14.576584914391486,-8.198996895012419,-9.219536639626488
2025-08-26,27.65,37.13,7553.0,-25.41763504100681,-1.8508744765176992,-64.60674157303372,-13.839771362814547,-11.98889688629685
2025-08-28,23.52,34.88,7526.0,-25.85989778060476,-3.2776558825408006,-44.2262739597943,-16.878421622512523,-13.600765739971722
2025-08-29,24.11,34.72,7495.0,-26.039972616900364,-3.1702261887661507,-18.007483629560337,-16.991327823217304,-13.821101634451152
2025-09-01,28.11,37.56,7492.0,-25.63415544238513,-0.1330626155908021,40.581717451523545,-11.23402329574322,-11.10096068015242
2025-09-02,31.25,39.13,7503.0,-25.362021239216443,1.7959626958193289,27.2134203168686,-7.389278934482039,-9.185241630301368
2025-09-03,35.01,41.97,7533.0,-25.03568091287612,3.707330139454095,32.63403263403264,-3.386947777630572,-7.094277917084667
2025-09-04,32.75,40.47,7573.0,-25.391858069053274,1.9104252404771376,-35.61771561771562,-6.610024561639077,-8.520449802116214
2025-09-05,34.03,40.62,7598.0,-25.43980965192106,1.9056472921963128,-4.795158286778398,-6.42853793415301,-8.334185226349323
2025-09-08,35.23,41.29,7642.0,-25.38540670125255,2.4038065776367024,5.440295066851084,-5.2416546340526,-7.645461211689303
2025-09-09,35.57,41.4,7674.0,-25.499000742220893,1.977728775615784,-11.359404096834265,-5.853429580330767,-7.831158355946551
2025-09-10,39.57,43.54,7694.0,-25.30356100280721,3.1487125129199365,19.54397394136808,-3.3136892281608823,-6.462401741080819
2025-09-11,39.75,43.99,7708.0,-25.35986626106687,2.875435057383705,-5.630525825965566,-3.54537288794135,-6.420807945325056
2025-09-12,40.7,44.94,7734.0,-25.450182834623668,2.457349081127602,-9.031657355679702,-4.094001334715186,-6.551350415842788
2025-09-15,43.18,46.09,7761.0,-25.32483721250385,3.16590980440606,12.534562211981568,-2.4311449800455103,-5.59705478445157
2025-09-16,47.42,48.06,7798.0,-25.100803677338504,4.249339239014766,22.4033535165347,0.0523048696125107,-4.197034369402256
2025-09-17,50.95,49.68,7830.0,-24.989537383111315,4.590588504719343,11.126629422718809,1.1597373249231404,-3.4308511797962025
2025-09-18,52.55,50.15,7861.0,-25.081544818055555,3.8430350385160295,-9.200743494423792,0.1236892429884471,-3.719345795527582
2025-09-19,53.38,50.78,7882.0,-25.10058801359666,3.5494828467352786,-1.9043195541105435,-0.0791116367214518,-3.6285944834567294
2025-09-22,48.81,48.66,7903.0,-25.42595566065548,1.7491260509404691,-32.536764705882355,-3.324876943637542,-5.074002994578011
2025-09-23,47.99,48.6,7925.0,-25.68431997292314,0.5360920342370319,-25.8364312267658,-5.576032371950369,-6.112124406187401
2025-09-24,44.71,46.2,7949.0,-26.115610595021565,-1.3683640593694086,-43.12906220984216,-9.331335355739547,-7.962971296370139
2025-09-25,40.44,44.75,7936.0,-26.603302188147435,-3.271837054243316,-48.76915931258709,-13.275117751424302,-10.003280697180989
2025-09-26,30.02,39.85,7880.0,-27.347034778676683,-6.163152266606177,-74.3732590529248,-19.38493188157436,-13.221779614968176
2025-09-29,29.89,38.75,7844.0,-27.55042460918516,-5.902697211739527,-20.33898305084746,-19.480336998501667,-13.57763978676214
2025-09-30,30.08,39.15,7820.0,-27.61523942399997,-4.957619575301541,-6.481481481481481,-18.180451446799648,-13.222831871498109
2025-10-01,36.5,42.61,7817.0,-27.173100189329617,-1.5900198508447063,44.2139234670355,-11.941013955416134,-10.350994104571429
2025-10-03,41.29,44.86,7841.0,-26.80448537110596,0.9296059305866056,36.86148182236539,-7.06076437763798,-7.990370308224586
2025-10-06,40.92,44.03,7852.0,-27.05904741490158,-0.0366463660389282,-25.45620437956204,-8.900308377830386,-8.863662011791458
2025-10-07,40.44,44.65,7847.0,-27.28091236667007,-0.6991233876879068,-22.18649517684888,-10.228927057732236,-9.529803670044329
2025-10-08,39.31,44.58,7835.0,-27.565905482778376,-1.5776864459584328,-28.49931161083066,-12.05596551304208,-10.478279067083646
2025-10-09,40.44,44.93,7821.0,-27.643851379156185,-1.2857333298974505,-7.794589637780834,-11.629827925515954,-10.344094595618504
2025-10-10,42.49,45.9,7829.0,-27.426579904649984,0.4464021054042266,21.72714745062012,-8.294130387902346,-8.740532493306572
2025-10-13,39.7,43.67,7811.0,-27.870014707012547,-1.3783854922836802,-44.34348023625625,-11.899065372737736,-10.520679880454056
2025-10-14,33.85,41.95,7765.0,-28.428474129295903,-3.506810060449393,-55.84594222833562,-16.293753058297526,-12.786942997848133
2025-10-15,36.86,42.92,7744.0,-28.173320670752613,-1.2410146117956025,25.515345854328903,-12.112843167034884,-10.87182855523928
2025-10-16,39.24,44.75,7751.0,-28.00100169733373,0.2882731442403301,17.231897341888175,-9.178369116142578,-9.466642260382908
2025-10-17,36.54,43.34,7738.0,-28.40045199508912,-1.2644735459414704,-39.94502977553825,-12.255035182082146,-10.990561636140676
2025-10-20,38.96,43.93,7727.0,-28.263161555578467,0.0979540880129494,13.729043951064792,-9.656627268767451,-9.754581356780404
2025-10-21,43.23,46.5,7747.0,-27.65757291609152,3.603830944485396,60.55886394869445,-2.635078147021262,-6.238909091506658
2025-10-23,43.59,46.87,7792.0,-27.82774674957734,2.7045241371830944,-17.017383348581884,-4.073308667177324,-6.777832804360418
2025-10-24,41.18,46.92,7808.0,-28.07568819514001,1.533256135869448,-24.79414455626716,-6.145392256086307,-7.678648391955755
2025-10-27,41.34,47.28,7832.0,-28.13589643416219,1.4628217467693805,-6.020823902218198,-6.132935420699496,-7.595757167468877
2025-10-28,40.94,47.03,7856.0,-28.277902847355044,0.9862953645016176,-14.200641319285388,-6.939706010558085,-7.926001375059703
2025-10-29,44.56,49.0,7881.0,-28.0354786049308,2.496087108925652,24.24242424242424,-3.821492985259853,-6.317580094185505
2025-10-30,44.31,48.66,7900.0,-28.23382571236882,1.5706218655522797,-19.83471074380165,-5.422814761114033,-6.993436626666313
2025-10-31,41.44,48.2,7919.0,-28.540811006486468,0.2283050397421311,-30.698529411764707,-7.950386226179101,-8.178691265921232
2025-11-03,43.89,49.04,7953.0,-28.45641899196741,1.036369171659261,8.439201451905626,-6.311427458370629,-7.347796630029889
2025-11-04,39.52,47.08,7952.0,-28.85037226727662,-0.6696442905512079,-39.39532753092075,-9.61981746562564,-8.950173175074433
2025-11-06,32.27,42.23,7893.0,-29.486944219613925,-3.338030964428892,-63.657195233730526,-15.023555242436128,-11.685524278007236
2025-11-07,31.98,42.47,7807.0,-29.518552098679432,-2.577991049413173,-3.160787906550618,-13.83727850884758,-11.259287459434406
2025-11-10,31.81,41.85,7750.0,-29.70823068627563,-2.705620509481124,-18.967858759619737,-14.350336533924796,-11.644716024443673
